Date,Close
2012-01-02,57.029998779296875
2012-01-03,58.400001525878906
2012-01-04,58.400001525878906
2012-01-05,57.61000061035156
2012-01-06,57.75
2012-01-09,58.25
2012-01-10,58.900001525878906
2012-01-11,59.20000076293945
2012-01-12,59.099998474121094
2012-01-13,58.20000076293945
2012-01-16,58.20000076293945
2012-01-17,58.20000076293945
2012-01-18,60.79999923706055
2012-01-19,60.93000030517578
2012-01-20,61.400001525878906
2012-01-23,61.52000045776367
2012-01-24,61.599998474121094
2012-01-26,62.04999923706055
2012-01-27,62.029998779296875
2012-01-30,61.86000061035156
2012-01-31,62.16999816894531
2012-02-01,63.52000045776367
2012-02-02,63.59000015258789
2012-02-03,64.20999908447266
2012-02-06,64.19000244140625
2012-02-07,64.94999694824219
2012-02-08,64.77999877929688
2012-02-09,64.5199966430664
2012-02-10,63.04999923706055
2012-02-13,63.04999923706055
2012-02-14,64.01000213623047
2012-02-15,64.37999725341797
2012-02-16,65.01000213623047
2012-02-17,65.12000274658203
2012-02-23,64.86000061035156
2012-02-24,64.88999938964844
2012-02-27,64.25
2012-02-28,65.0
2012-02-29,64.73999786376953
2012-03-01,64.73999786376953
2012-03-02,66.75
2012-03-05,65.94999694824219
2012-03-06,64.0199966430664
2012-03-07,64.0199966430664
2012-03-08,65.87000274658203
2012-03-09,65.63999938964844
2012-03-12,65.38999938964844
2012-03-13,67.30000305175781
2012-03-14,67.0999984741211
2012-03-15,66.62000274658203
2012-03-16,66.62999725341797
2012-03-19,66.62999725341797
2012-03-20,66.1500015258789
2012-03-21,66.1500015258789
2012-03-22,65.83999633789062
2012-03-23,64.88999938964844
2012-03-26,65.77999877929688
2012-03-27,64.91000366210938
2012-03-28,64.1500015258789
2012-03-29,63.900001525878906
2012-03-30,63.900001525878906
2012-04-02,64.30000305175781
2012-04-03,63.41999816894531
2012-04-04,62.650001525878906
2012-04-05,62.70000076293945
2012-04-09,61.97999954223633
2012-04-10,60.81999969482422
2012-04-11,60.81999969482422
2012-04-12,62.0
2012-04-13,61.04999923706055
2012-04-16,61.04999923706055
2012-04-17,61.790000915527344
2012-04-18,62.0
2012-04-19,61.65999984741211
2012-04-20,61.59000015258789
2012-04-23,60.61000061035156
2012-04-24,61.060001373291016
2012-04-25,60.939998626708984
2012-04-26,61.2400016784668
2012-04-27,60.810001373291016
2012-04-30,60.810001373291016
2012-05-02,60.900001525878906
2012-05-03,61.2400016784668
2012-05-04,59.939998626708984
2012-05-07,60.34000015258789
2012-05-08,59.38999938964844
2012-05-09,58.900001525878906
2012-05-10,58.779998779296875
2012-05-11,58.779998779296875
2012-05-14,56.650001525878906
2012-05-15,55.439998626708984
2012-05-16,55.439998626708984
2012-05-17,53.349998474121094
2012-05-18,53.63999938964844
2012-05-21,53.63999938964844
2012-05-22,54.18000030517578
2012-05-23,53.88999938964844
2012-05-24,53.310001373291016
2012-05-25,53.70000076293945
2012-05-28,54.41999816894531
2012-05-29,53.869998931884766
2012-05-30,53.0
2012-05-31,53.0
2012-06-01,52.599998474121094
2012-06-04,52.59000015258789
2012-06-05,51.720001220703125
2012-06-06,53.290000915527344
2012-06-08,53.650001525878906
2012-06-11,53.279998779296875
2012-06-12,54.36000061035156
2012-06-13,54.849998474121094
2012-06-14,54.599998474121094
2012-06-15,55.290000915527344
2012-06-18,55.290000915527344
2012-06-19,56.400001525878906
2012-06-20,56.36000061035156
2012-06-21,54.709999084472656
2012-06-22,54.599998474121094
2012-06-25,53.0099983215332
2012-06-26,53.0
2012-06-27,52.279998779296875
2012-06-28,51.93000030517578
2012-06-29,53.41999816894531
2012-07-02,53.86000061035156
2012-07-03,55.0
2012-07-04,55.0
2012-07-05,55.560001373291016
2012-07-06,54.59000015258789
2012-07-10,52.75
2012-07-11,52.599998474121094
2012-07-12,52.54999923706055
2012-07-13,53.54999923706055
2012-07-16,53.54999923706055
2012-07-17,53.04999923706055
2012-07-18,53.689998626708984
2012-07-19,54.400001525878906
2012-07-20,53.16999816894531
2012-07-23,52.2400016784668
2012-07-24,51.849998474121094
2012-07-25,51.689998626708984
2012-07-26,53.119998931884766
2012-07-27,55.650001525878906
2012-07-30,56.45000076293945
2012-07-31,55.099998474121094
2012-08-01,55.47999954223633
2012-08-02,54.599998474121094
2012-08-03,56.369998931884766
2012-08-06,57.369998931884766
2012-08-07,57.369998931884766
2012-08-08,57.369998931884766
2012-08-09,57.83000183105469
2012-08-10,57.83000183105469
2012-08-13,57.83000183105469
2012-08-14,57.119998931884766
2012-08-15,57.2400016784668
2012-08-16,58.349998474121094
2012-08-17,58.16999816894531
2012-08-20,58.29999923706055
2012-08-21,58.0
2012-08-22,58.45000076293945
2012-08-23,57.5099983215332
2012-08-24,57.41999816894531
2012-08-27,57.18000030517578
2012-08-28,57.400001525878906
2012-08-29,56.29999923706055
2012-08-30,56.16999816894531
2012-08-31,56.150001525878906
